# Citation/License/Copyright:,"LeBauer, David, Michael Dietze, Rob Kooper, Steven Long, Patrick Mulrooney, Gareth Scott Rohde, Dan Wang (2010).  Biofuel Ecophysiological Traits and Yields Database (BETYdb), Energy Biosciences Institute, University of Illinois at Urbana-Champaign.  doi:10.13012/J8H41PB9
All public data in BETYdb is made available under the Open Data Commons Attribution License (ODC-By) v1.0. You are free to share, create, and adapt its contents.  Data with an access_level field and value &lt;= 2 is not covered by this license but may be available for use with consent.
Copyright © 2010-2014 Energy Biosciences Institute"
#
# Contact:,betydb@gmail.com
#
# SQL query:,"SELECT ""traits_and_yields_view"".* FROM ""traits_and_yields_view""  WHERE (traits_and_yields_view.access_level >= 4) AND (checked >= 1)"
#
# Time of query:,2017-05-26 16:33:16 UTC
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Apr 2 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-01 18:00:00 -0600,5.0,Ayield,53.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Aug 1 (Africa/Johannesburg),[time unspecified for yields],8,1990,1990-07-31 19:00:00 -0500,5.0,Ayield,24.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Oct 1 (Africa/Johannesburg),[time unspecified for yields],10,1990,1990-09-30 19:00:00 -0500,5.0,Ayield,25.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Dec 3 (Africa/Johannesburg),[time unspecified for yields],12,1990,1990-12-02 18:00:00 -0600,5.0,Ayield,28.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,44.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Apr 2 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-01 18:00:00 -0600,5.0,Ayield,37.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1990 Aug 1 (Africa/Johannesburg),[time unspecified for yields],8,1990,1990-07-31 19:00:00 -0500,5.0,Ayield,40.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1990 Oct 1 (Africa/Johannesburg),[time unspecified for yields],10,1990,1990-09-30 19:00:00 -0500,5.0,Ayield,42.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1990 Dec 3 (Africa/Johannesburg),[time unspecified for yields],12,1990,1990-12-02 18:00:00 -0600,5.0,Ayield,41.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,55.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Apr 2 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-01 18:00:00 -0600,5.0,Ayield,53.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Aug 1 (Africa/Johannesburg),[time unspecified for yields],8,1990,1990-07-31 19:00:00 -0500,5.0,Ayield,33.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Oct 1 (Africa/Johannesburg),[time unspecified for yields],10,1990,1990-09-30 19:00:00 -0500,5.0,Ayield,34.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Dec 3 (Africa/Johannesburg),[time unspecified for yields],12,1990,1990-12-02 18:00:00 -0600,5.0,Ayield,37.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,56.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Apr 2 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-01 18:00:00 -0600,5.0,Ayield,53.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Oct 1 (Africa/Johannesburg),[time unspecified for yields],10,1990,1990-09-30 19:00:00 -0500,5.0,Ayield,15.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Dec 3 (Africa/Johannesburg),[time unspecified for yields],12,1990,1990-12-02 18:00:00 -0600,5.0,Ayield,22.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,46.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,53.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jun 3 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-02 19:00:00 -0500,5.0,Ayield,59.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1990 Oct 1 (Africa/Johannesburg),[time unspecified for yields],10,1990,1990-09-30 19:00:00 -0500,5.0,Ayield,20.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1990 Dec 3 (Africa/Johannesburg),[time unspecified for yields],12,1990,1990-12-02 18:00:00 -0600,5.0,Ayield,25.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,48.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,54.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jun 3 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-02 19:00:00 -0500,5.0,Ayield,62.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1990 Oct 1 (Africa/Johannesburg),[time unspecified for yields],10,1990,1990-09-30 19:00:00 -0500,5.0,Ayield,21.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1990 Dec 3 (Africa/Johannesburg),[time unspecified for yields],12,1990,1990-12-02 18:00:00 -0600,5.0,Ayield,26.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,52.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,51.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jun 3 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-02 19:00:00 -0500,5.0,Ayield,64.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Oct 1 (Africa/Johannesburg),[time unspecified for yields],10,1990,1990-09-30 19:00:00 -0500,5.0,Ayield,13.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Dec 3 (Africa/Johannesburg),[time unspecified for yields],12,1990,1990-12-02 18:00:00 -0600,5.0,Ayield,26.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,43.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,45.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jun 3 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-02 19:00:00 -0500,5.0,Ayield,51.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1990 Dec 3 (Africa/Johannesburg),[time unspecified for yields],12,1990,1990-12-02 18:00:00 -0600,5.0,Ayield,11.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,23.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,37.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jun 4 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-03 19:00:00 -0500,5.0,Ayield,44.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jul 29 (Africa/Johannesburg),[time unspecified for yields],7,1991,1991-07-28 19:00:00 -0500,5.0,Ayield,56.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Dec 3 (Africa/Johannesburg),[time unspecified for yields],12,1990,1990-12-02 18:00:00 -0600,5.0,Ayield,10.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,30.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,43.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jun 4 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-03 19:00:00 -0500,5.0,Ayield,42.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jul 29 (Africa/Johannesburg),[time unspecified for yields],7,1991,1991-07-28 19:00:00 -0500,5.0,Ayield,62.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1990 Dec 3 (Africa/Johannesburg),[time unspecified for yields],12,1990,1990-12-02 18:00:00 -0600,5.0,Ayield,12.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,19.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,33.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jun 4 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-03 19:00:00 -0500,5.0,Ayield,37.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jul 29 (Africa/Johannesburg),[time unspecified for yields],7,1991,1991-07-28 19:00:00 -0500,5.0,Ayield,49.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1990 Dec 3 (Africa/Johannesburg),[time unspecified for yields],12,1990,1990-12-02 18:00:00 -0600,5.0,Ayield,10.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,27.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,37.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jun 4 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-03 19:00:00 -0500,5.0,Ayield,52.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jul 29 (Africa/Johannesburg),[time unspecified for yields],7,1991,1991-07-28 19:00:00 -0500,5.0,Ayield,62.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,15.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,28.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jun 4 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-03 19:00:00 -0500,5.0,Ayield,39.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jul 29 (Africa/Johannesburg),[time unspecified for yields],7,1991,1991-07-28 19:00:00 -0500,5.0,Ayield,45.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Sep 30 (Africa/Johannesburg),[time unspecified for yields],9,1991,1991-09-29 19:00:00 -0500,5.0,Ayield,42.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,11.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,27.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jun 4 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-03 19:00:00 -0500,5.0,Ayield,35.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jul 29 (Africa/Johannesburg),[time unspecified for yields],7,1991,1991-07-28 19:00:00 -0500,5.0,Ayield,48.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Sep 30 (Africa/Johannesburg),[time unspecified for yields],9,1991,1991-09-29 19:00:00 -0500,5.0,Ayield,40.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,13.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,29.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jun 4 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-03 19:00:00 -0500,5.0,Ayield,42.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jul 29 (Africa/Johannesburg),[time unspecified for yields],7,1991,1991-07-28 19:00:00 -0500,5.0,Ayield,46.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Sep 30 (Africa/Johannesburg),[time unspecified for yields],9,1991,1991-09-29 19:00:00 -0500,5.0,Ayield,51.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Feb 4 (Africa/Johannesburg),[time unspecified for yields],2,1991,1991-02-03 18:00:00 -0600,5.0,Ayield,23.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,37.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jun 4 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-03 19:00:00 -0500,5.0,Ayield,44.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jul 29 (Africa/Johannesburg),[time unspecified for yields],7,1991,1991-07-28 19:00:00 -0500,5.0,Ayield,54.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Sep 30 (Africa/Johannesburg),[time unspecified for yields],9,1991,1991-09-29 19:00:00 -0500,5.0,Ayield,53.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,34.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jun 4 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-03 19:00:00 -0500,5.0,Ayield,30.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jul 29 (Africa/Johannesburg),[time unspecified for yields],7,1991,1991-07-28 19:00:00 -0500,5.0,Ayield,36.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Sep 30 (Africa/Johannesburg),[time unspecified for yields],9,1991,1991-09-29 19:00:00 -0500,5.0,Ayield,39.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Dec 2 (Africa/Johannesburg),[time unspecified for yields],12,1991,1991-12-01 18:00:00 -0600,5.0,Ayield,36.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,32.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jun 4 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-03 19:00:00 -0500,5.0,Ayield,40.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Jul 29 (Africa/Johannesburg),[time unspecified for yields],7,1991,1991-07-28 19:00:00 -0500,5.0,Ayield,51.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Sep 30 (Africa/Johannesburg),[time unspecified for yields],9,1991,1991-09-29 19:00:00 -0500,5.0,Ayield,48.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Dec 2 (Africa/Johannesburg),[time unspecified for yields],12,1991,1991-12-01 18:00:00 -0600,5.0,Ayield,44.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,32.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jun 4 (Africa/Johannesburg),[time unspecified for yields],6,1991,1991-06-03 19:00:00 -0500,5.0,Ayield,39.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Jul 29 (Africa/Johannesburg),[time unspecified for yields],7,1991,1991-07-28 19:00:00 -0500,5.0,Ayield,42.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Sep 30 (Africa/Johannesburg),[time unspecified for yields],9,1991,1991-09-29 19:00:00 -0500,5.0,Ayield,45.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,N12,Laredo,2003,observational,1991 Dec 2 (Africa/Johannesburg),[time unspecified for yields],12,1991,1991-12-01 18:00:00 -0600,5.0,Ayield,44.0,Mg/ha/yr,"","",[missing],"","",""
checked,La Mercy,Natal,-29.35,31.07,Saccharum officinarum,sugarcane,Saccharum,NCo 376,Laredo,2003,observational,1991 Apr 3 (Africa/Johannesburg),[time unspecified for yields],4,1991,1991-04-02 18:00:00 -0600,5.0,Ayield,24.0,Mg/ha/yr,"","",[missing],"","",""
